0	4926
0	7202
0	64
0	3911
0	7480
0	7625
0	655
0	6011
0	2821
0	3024
0	3119
0	1628
0	2163
0	161
1	2427
1	4122
1	6640
2	9496
3	2649
3	5203
3	5679
3	6153
3	5407
3	3976
3	6813
3	1850
3	7762
3	7363
3	576
3	8534
3	5647
3	2026
3	1945
3	1612
3	2878
3	298
3	9360
3	814
4	2392
4	8942
4	8021
4	5994
4	2689
4	3763
4	4689
4	5832
4	5388
4	7601
4	1567
4	6073
4	8675
5	703
5	6810
5	8178
5	6559
5	5677
5	170
5	764
5	1696
5	7609
5	5785
5	1150
5	540
5	1425
6	4449
6	8201
6	7342
6	9133
6	4716
6	7965
6	1337
6	7247
6	9536
6	8403
6	3886
6	8800
6	8713
6	3248
6	7530
6	3667
6	8594
6	5890
6	8642
6	2086
6	3389
6	413
6	9649
6	7624
6	8658
6	1029
6	8986
6	2839
6	4703
6	5961
6	3504
6	2717
6	6973
6	5719
6	1121
6	7827
6	5356
6	3638
6	9784
6	3277
6	3502
6	6413
6	997
6	7784
6	8610
6	6125
6	23
6	4001
6	3178
6	2219
6	3006
6	6336
6	2295
6	1409
6	6456
6	4699
6	3549
7	46
8	8932
8	4827
8	1518
8	9695
8	2151
8	4338
8	2223
8	8905
8	5212
8	2029
8	6627
8	1757
8	6083
8	6277
8	6416
8	7038
8	150
8	8477
8	1773
8	8403
8	9666
8	2106
8	9804
8	5306
8	6280
8	9551
8	1511
8	7669
8	5448
8	8711
8	95
8	1502
8	9741
8	7434
8	7173
8	8825
8	918
8	8666
8	4603
8	7011
8	3160
8	3017
8	884
8	814
8	8236
8	4992
8	2768
8	915
8	5015
9	4517
9	8655
9	9666
9	7943
9	6418
10	7098
10	1093
10	8760
10	3420
10	3540
10	5118
10	8377
10	9601
10	372
10	4159
10	5928
10	2924
10	8939
10	6634
10	3195
10	9136
10	9520
10	2595
10	4937
10	2375
10	3396
10	2634
10	9143
10	6258
10	8476
10	4896
10	2383
10	6307
10	5352
10	7820
10	135
10	526
10	2760
10	6132
10	59
10	2319
10	4489
10	414
10	1461
10	7362
10	2657
10	6834
10	1388
10	2007
10	5081
10	4257
10	2676
10	5911
10	9658
10	8946
10	2751
10	8453
11	8267
11	7921
11	3671
11	7684
11	2749
11	8051
11	77
11	8443
11	2317
11	8478
11	8805
11	6377
11	8583
11	5250
11	8133
11	6933
11	762
11	9081
11	7352
11	1886
11	7724
11	6985
11	4845
11	3626
11	3588
11	3897
11	8553
11	2014
11	8450
11	5862
11	7611
11	5799
11	8405
11	8325
11	6177
11	9345
11	3930
11	3875
11	9388
11	8123
11	4428
11	8617
12	5155
12	7355
12	782
12	8061
12	1878
12	9967
12	4264
12	6686
13	4613
13	7240
13	1977
13	7775
13	1679
13	2689
13	2089
13	1565
13	184
13	325
13	9657
13	775
13	2099
13	4750
13	8935
13	2000
13	8594
14	9812
14	9317
14	565
14	2404
14	3962
14	6000
14	3920
15	8308
15	9115
15	8593
15	7098
15	9394
15	3497
15	9602
15	7406
15	1010
16	7853
16	9871
16	1371
16	8917
16	2767
16	6015
16	602
16	137
16	7030
16	5908
16	5859
16	9218
16	2372
16	455
16	1269
16	4373
16	1897
16	6755
16	6386
16	2936
16	7053
16	2668
16	5594
16	5126
16	4104
17	827
17	4913
17	7006
17	9766
17	6367
17	7440
17	4007
18	2103
19	8354
19	3101
19	263
19	3138
19	2888
19	8769
19	2716
19	2400
19	3061
19	3912
19	8660
19	6469
19	3396
19	4255
19	8430
19	8451
19	9627
19	7793
20	7100
20	5133
20	2764
20	373
20	5356
20	7868
20	6195
20	2012
20	674
20	1323
20	8109
20	1828
20	1661
20	3576
20	1753
20	4157
20	4784
20	4558
21	6206
21	6386
21	8104
21	333
21	2078
21	9103
21	712
21	142
21	43
21	9613
21	5165
21	2912
21	681
21	6092
21	6686
21	1426
21	649
21	2858
21	3865
21	343
21	3969
21	8114
21	6227
21	7939
21	7959
21	8994
21	9099
21	4011
21	2308
21	9841
21	4813
21	7917
21	4574
21	1225
21	9560
21	6779
22	9150
22	7692
22	7053
22	887
22	1392
22	4442
22	2990
22	3730
22	2026
22	4738
22	6459
22	1302
22	6794
22	324
22	5638
22	7116
22	846
22	2941
22	1077
22	3840
22	580
22	4443
22	5610
22	1626
22	2475
22	1267
22	7653
22	1272
22	7162
22	7631
22	957
22	5798
22	2887
22	6571
22	5684
22	2968
22	1974
22	7419
22	5314
22	4252
22	7471
22	3283
22	9671
22	5706
22	1795
22	2516
22	1399
22	867
22	4796
22	881
22	2636
22	717
22	612
22	4647
22	6596
22	35
22	9878
22	7641
22	9018
22	1874
22	4639
22	9249
22	4052
23	7417
23	3124
23	7673
23	4298
23	3218
23	1866
23	1565
23	7269
23	8380
23	2816
23	3799
23	7096
23	9841
23	2276
23	8825
23	6911
23	595
23	3914
23	8196
23	4412
23	8864
23	5174
23	5794
23	6119
23	9808
23	2408
23	5044
23	3039
23	7771
23	8523
23	2912
24	8877
25	2994
25	4416
25	3791
25	4008
25	9950
25	7471
25	6277
25	2735
25	8030
25	4270
26	2601
26	2912
26	6943
26	5607
26	4504
26	986
26	5433
26	6173
26	1266
26	7982
26	8714
26	1101
26	7002
26	8944
26	389
26	3579
26	1849
26	8812
26	4857
26	7833
26	5319
26	9734
26	4388
26	387
26	433
26	4653
26	2207
26	1808
26	6658
26	1938
26	336
26	5243
26	1973
26	2448
26	550
26	2247
26	1897
26	3495
26	5813
26	5236
26	5740
26	2025
26	1668
26	5138
26	4450
26	5215
26	7168
26	3516
26	5769
26	9831
26	7553
26	6994
26	9897
26	8287
26	9377
26	7827
26	198
26	691
26	9135
26	1759
26	2492
26	2694
26	3220
26	6551
26	6344
26	7033
26	8033
26	2595
26	7593
26	323
26	2027
26	3986
26	6593
26	3168
26	8646
26	2550
26	430
26	4095
26	1556
27	2340
27	408
27	9064
27	5369
27	1297
27	9655
27	4553
27	6844
27	8306
27	746
28	9707
28	2106
28	9467
29	2808
29	3894
29	3118
29	3390
29	6446
29	3561
29	8351
29	9829
29	7515
30	1342
30	3633
30	750
30	1646
30	1726
30	9345
30	9561
30	5856
30	504
